Title,Instructor,Description,Rating,User_vote,Total_hours,Lecture,Level
Master Software TestingPlusJiraPlusAgile on Live App Be a TeamLead,Rahul Shetty,2020 BEST job oriented Software Manual Testing course on real time ProjectPlusInterview quesPlusResume PrepPlus Lifetime Support,4.4,6034,10.5,76,All Levels
Angular Front To Back,Brad Traversy,Master Angular 5 from the basics to building an advanced application with Firebase s Firestore as well as authentication,4.5,6001,11.5,73,All Levels
Robot Framework Test Automation   Level 1  Selenium ,Bryan Lamb,Fastest and easiest way to do Selenium test automation  Mobile test automation  API test automation  and database too ,4.5,5996,6.5,76,Beginner
The Complete Junior to Senior Web Developer Roadmap 2021,Andrei Neagoie,Go from Junior Developer to Senior Developer  Learn all the technical skills Senior Web Developers know ,4.7,5952,36.5,422,Intermediate
Angular Full App with Angular Material  Angularfire and NgRx,Academind by Maximilian Schwarzm ller  Maximilian Schwarzm ller,Use Angular  Angular Material  Angularfire  Plus Firebase with Firestore  and NgRx to build a real Angular App,4.6,5926,11.5,140,All Levels
The Complete Python Masterclass  Learn Python From Scratch,Ashutosh Pawar,Python course for beginners  Learn Python Programming   Python Web Framework Django  Flask  Web scraping and a lot more ,4.4,5926,33.5,344,All Levels
Node js  Express  MongoDB and More  The Complete Bootcamp 2021,Jonas Schmedtmann,Master Node by building a real world RESTful API and web app  with authentication  Node js security  payments and more ,4.7,5896,42.0,228,All Levels
GCP  Complete Google Data Engineer and Cloud Architect Guide,Loony Corn,The Google Cloud for ML with TensorFlow  Big Data with Managed Hadoop,4.2,5775,28.0,226,All Levels
Modern JavaScript Complete guide  from Novice to Ninja,The Net Ninja  Shaun Pelling ,Learn Modern JavaScript from the very start to ninja level and build awesome JavaScript applications ,4.8,5745,19.0,173,All Levels
iOS 9 and Swift 2  From Beginner to Paid Professional ,Mark Wahlbeck  Devslopes by Mark Wahlbeck,The BEST online iOS 9 Swift 2 course online  Lets learn iOS 9 and Swift 2,4.3,5683,51.0,177,All Levels
Postman  The Complete Guide   REST API Testing,Valentin Despa  Valentin Despa  Support ,Postman API testing for manual and automated tests  Automate with Newman  Jenkins or any other CI tool ,4.5,5688,14.0,138,All Levels
Typescript  The Complete Developer s Guide  2020 ,Stephen Grider,Master Typescript by learning popular design patterns and building complex projects   Includes React and Express ,4.7,5658,24.5,278,All Levels
Unreal Engine 4  The Complete Beginner s Course,David Nixon,Learn Video Game Development and How To Design a Game From Scratch Using UE4,4.4,5634,10.0,79,All Levels
Complete Elasticsearch Masterclass with Logstash and Kibana,Imtiaz Ahmad,Learn how to build a search engine and break into big data by mastering Elasticsearch 6  Kibana and Logstash  ELK stack ,4.5,5626,6.0,26,All Levels
Web Development w  Google s Go golang Programming Language,Todd McLeod,Learn Web Programming from a University Professor in Computer Science with over 15 years of teaching experience ,4.6,5612,19.0,171,Intermediate
Node JS  Advanced Concepts,Stephen Grider,Get advanced with Node Js  Learn caching with Redis  speed up through clustering  and add image upload with S3 and Node ,4.7,5598,16.0,166,Intermediate
Python Network Programming for Network Engineers Python 3,David Bombal  Experts with David Bombal,Program networks using Python version 3  Learn network programmability with this practical GNS3 and Cisco course,4.7,5583,13.0,171,Beginner
Python for Computer Vision with OpenCV and Deep Learning,Jose Portilla,Learn the latest techniques in computer vision with Python   OpenCV   and Deep Learning ,4.6,5526,14.0,92,Intermediate
Interactive Python Dashboards with Plotly and Dash,Jose Portilla,Learn how to create interactive plots and intelligent dashboards with Plotly  Python  and the Dash library ,4.6,5500,9.5,69,Intermediate
Informatica Tutorial  Beginner to Expert Level,Sid Inf,Become an expert in world s top Data Integration tool ,4.4,5453,35.0,289,All Levels
The Complete 2020 Web Development Course   Build 15 Projects,Development Island  UK ,The only course you need to become a full stack web developer  Covers HTML5  CSS3  JS  ES6  Node  APIs  Mobile and more ,4.4,5451,99.5,505,All Levels
Deep Learning and Computer Vision A Z   OpenCV  SSD and GANs,Hadelin de Ponteves  Kirill Eremenko  SuperDataScience Team,Become a Wizard of all the latest Computer Vision tools that exist out there  Detect anything and create powerful apps ,4.4,5450,11.0,85,All Levels
The Complete Elixir and Phoenix Bootcamp,Stephen Grider,Master Functional Programming techniques with Elixir and Phoenix while learning to build compelling web applications ,4.5,5439,17.5,152,All Levels
Complete Step By Step Java For Testers,Lets Kode It,A Z guide for learning Java what s perfectly right for your Selenium WebDriver and Test Automation needs,4.4,5439,8.0,52,All Levels
Python 3  Deep Dive Part 1   Functional,Fred Baptiste,Variables  Functions and Functional Programming  Closures  Decorators  Modules and Packages,4.8,5397,44.5,158,Intermediate
The Complete Oracle SQL Bootcamp 2021,Oracle Master Training   80 000  Students Worldwide  Code Star Academy,Become an In demand SQL Professional and Pass Oracle SQL 1Z0 071  OCA  Certification Exam Confidently ,4.5,5379,23.0,151,All Levels
Unreal Engine 4 Mastery  Create Multiplayer Games with CPlusPlus,Tom Looman  Epic Games,Unleash the power of CPlusPlus and Blueprint to develop Multiplayer Games with AI in this Epic Games approved course ,4.5,5369,17.5,147,All Levels
Learn DevOps  CI CD with Jenkins using Pipelines and Docker,Edward Viaene,Use Jenkins the DevOps way  Automate your Jenkins jobs by using Jenkins Pipelines  Docker  and the Jenkins Job DSL,4.3,5348,4.5,52,All Levels
Selenium Webdriver with PYTHON from Scratch Plus Frameworks,Rahul Shetty,BRAND NEW COURSE  Learn Python Programming and Selenium Python Automation from Basics to Advanced level Plus 5 LIVE Project,4.5,5335,18.5,127,All Levels
Go Java Full Stack with Spring Boot and Angular,in28Minutes Official,Become a Full Stack Java Developer  Build Your First Java Full Stack Application with Angular and Spring Boot ,4.5,5349,11.0,124,All Levels
Advanced Javascript,Asim Hussain,In only seven hours you will learn enough javascript to transform from a Junior JS Dev into a Senior JS Guru,4.6,5291,6.5,47,Intermediate
Python and Flask Bootcamp  Create Websites using Flask ,Jose Portilla,Create awesome websites using the powerful Flask framework for Python ,4.7,5270,20.0,127,All Levels
E Commerce Website in PHP and MySQL From Scratch ,Abdul Wali,Learn to Create an Online Store E COMMERCE website in PHP and MySQLi from scratch with Admin Panel ,4.2,5157,7.5,61,All Levels
Web Development Masterclass   Complete Certificate Course,YouAccel Training,Learn to setup virtual cloud servers and develop database driven websites using the latest web technologies ,4.3,5140,20.5,367,All Levels
JavaScript Beginner Bootcamp 2021,Rob Merrill,JavaScript for Beginners  Projects based learning  whiteboard animations  coding in the browser and quizzes ,4.5,5134,38.5,388,Beginner
Oracle Database 12c SQL Certified Associate 1Z0 071,Khaled Alkhudari,Become Oracle SQL Certified   OCA     Covers ORACLE university track 100   All the presentations and scripts are attached,4.5,5134,20.0,183,All Levels
Django 2 2 and Python   The Ultimate Web Development Bootcamp,Nick Walter,Build three complete websites  learn back and front end web development  and publish your site online with DigitalOcean,4.6,5115,10.0,78,Beginner
Unity Game Development Build 2D and 3D Games,Mark Wahlbeck  Devslopes by Mark Wahlbeck,Learn Unity game design and 2D and 3D game development and make your own CHash games in Unity 3D,4.4,5101,35.5,116,Beginner
Python for Beginners,Navin Reddy,Learn Fastest Growing language,4.5,5115,11.0,78,Beginner
The Complete Python 3 Course  Go from Beginner to Advanced ,Ermin Kreponic  Suppoman  ,Complete Guide to learning how to program in Python  Go from Beginner to Advanced level in Python with coding exercises ,3.9,5083,8.0,73,All Levels
Microservices with Node JS and React,Stephen Grider,Build  deploy  and scale an E Commerce app using Microservices built with Node  React  Docker and Kubernetes,4.8,5113,54.0,616,All Levels
Java Spring Tutorial Masterclass   Learn Spring Framework 5,Tim Buchalka  Tim Buchalka s Learn Programming Academy  Goran Lochert,Can t Find a good Spring Tutorial  Finally Understand Spring 5 With Spring Core  Spring MVC  Spring Boot 2 and more,4.5,5062,45.5,273,All Levels
Selenium WebDriver With Python 3 x   Novice To Ninja,Lets Kode It,Join the best course to learn how to implement an automation framework from scratch using real web application,4.5,5026,31.0,223,All Levels
Coding for Beginners 1  You Can Learn to Code ,Applause Interactive,The perfect course for complete beginners  Friendly   No experience required  Go from scratch to coding a real app ,4.6,4951,8.0,34,Beginner
Software Development  Better Requirements Gathering Skills,Robin Slee   Art   Illustration   iPad   Software Development,Boost Your Software Requirements Gathering Skills Today  Learn The Techniques That Work ,4.2,4924,1.5,16,All Levels
Complete UiPath RPA Developer Course  Build 7 Robots,Leon Petrou,Master Robotic Process Automation  RPA  and UiPath   go from beginner to advanced ,4.5,4933,11.0,142,All Levels
Nuxt js   Vue js on Steroids,Academind by Maximilian Schwarzm ller  Maximilian Schwarzm ller,Build highly engaging Vue JS apps with Nuxt js  Nuxt adds easy server side rendering and a folder based config approach ,4.7,4913,6.5,106,Intermediate
Webpack 2  The Complete Developer s Guide,Stephen Grider,Master Webpack 2 as you deploy web apps supported by Babel  code splitting  and ES2015 Modules ,4.4,4900,5.5,56,All Levels
The Complete 2020 Fullstack Web Developer Course,Kalob Taulien,Learn HTML5  CSS3  JavaScript  Python  Wagtail CMS  PHP and MySQL from scratch ,4.7,4851,67.0,695,All Levels
Unit Testing for CHash Developers,Mosh Hamedani,Master unit testing CHash code with NUnit and Moq  all about dependency injection  best practices and pitfalls to avoid,4.6,4815,6.0,86,All Levels
BuildPlusDeployPlusTest with Jenkins 2 0,Karthik KK,Learn Jenkins 2 0 for end to end testing of applications,4.2,4810,6.5,50,All Levels
Python for beginners   Learn all the basics of python,Yassin Marco,Learn how to program in python  python functions python basic apps   python tips and tricks    Other Python features,4.2,4757,5.0,29,Beginner
Design Patterns in Java,Dmitri Nesteruk,Discover the modern implementation of design patterns in Java,4.3,4766,10.5,123,Intermediate
Practical Data Structures and Algorithms in Java Plus HW,Imtiaz Ahmad,Go from zero to hero in the most important algorithms and data structures using Java,4.6,4736,11.5,45,All Levels
Become a Good Matlab Programmer in 30 days,Hossein Tootoonchy,This is the last time  you wish you could be a Matlab Programmer,4.3,4735,15.0,122,All Levels
The Modern React Bootcamp Hooks  Context  NextJS  Router,Colt Steele,Just published  Follow the same curriculum I teach my students in SF  10Plus projects including one HUGE application ,4.7,4677,39.0,312,Beginner
React Native  Advanced Concepts,Stephen Grider,Master the advanced topics of React Native  Animations  Maps  Notifications  Navigation and More ,4.2,4641,16.5,151,Intermediate
Web Developer Bootcamp with Flask and Python,Jose Salvatierra  Teclado by Jose Salvatierra,Become a Full Stack Web Developer using Flask  Python  HTML  CSS  and MongoDB ,4.5,4636,27.5,281,Intermediate
Deep Learning Prerequisites  Linear Regression in Python,Lazy Programmer Inc ,Data science  machine learning  and artificial intelligence in Python for students and professionals,4.5,4601,6.5,54,All Levels
Accelerated ES6 JavaScript Training,Maximilian Schwarzm ller,Learn and Use the Future of JavaScript   Today ,4.7,4583,6.0,115,Intermediate
Learn Git by Doing  A step by step guide to version control,Codingdojo  Inc ,Learn the basics of Git through detailed and easy to follow along screencasts  Start using Git today ,4.3,4581,1.5,25,Beginner
The Complete Python and PostgreSQL Developer Course,Rob Percival  Jose Salvatierra  Codestars by Rob Percival  Teclado by Jose Salvatierra,Build 9 projects master two essential and modern technologies in Python and PostgreSQL,4.5,4543,22.0,186,Beginner
iOS 11 and Swift 4  From Beginner to Paid Professional ,Mark Wahlbeck  Devslopes by Mark Wahlbeck,Build iOS Apps and Learn iOS 11  Swift 4  ARKit  Augmented Reality   CoreML  Machine Learning ,3.9,4516,43.5,187,Beginner
Learn Responsive Web Development from Scratch,Eduonix Learning Solutions  Eduonix Tech  ,A Comprehensive Course on Responsive Web Design and Twitter Bootstrap 3,4.5,4515,4.5,25,All Levels
Tensorflow 2 0  Deep Learning and Artificial Intelligence,Lazy Programmer Inc   Lazy Programmer Team,Neural Networks for Computer Vision  Time Series Forecasting  NLP  GANs  Reinforcement Learning  and More ,4.6,4528,21.0,129,All Levels
