Instructor,User_vote,Total_hours,Lecture,Level,Rating
Shibaji Paul,2284,17.5,153,All Levels,4.5
R Tutorials Training,2280,8.5,87,Beginner,4.4
Bhrugen Patel,2288,23.0,355,Intermediate,4.4
Junaid Ahmed,2269,6.0,72,All Levels,4.2
Edward Viaene  Jorn Jambers,2251,4.0,37,Beginner,4.1
Bogdan Anastasiei,2247,9.5,119,Beginner,4.3
Jose Portilla  Inanc Gumus,2249,23.0,310,All Levels,4.5
Eduonix Learning Solutions  Eduonix Tech  ,2228,2.0,10,Beginner,4.1
Mark Wahlbeck  Devslopes by Mark Wahlbeck,2210,25.0,93,All Levels,3.9
Marc Lamberti,2211,6.0,69,All Levels,4.5
Angular University,2193,5.5,41,All Levels,4.6
Paul Halliday  BSc Hons ,2187,12.5,217,All Levels,4.4
Tim Buchalka  Goran Lochert  Tim Buchalka s Learn Programming Academy,2184,17.0,90,All Levels,4.5
Nouman Azam,2192,37.5,323,All Levels,4.4
Ahmed Rafik,2184,9.0,127,All Levels,4.6
Avetis Ghukasyan,2158,13.5,100,All Levels,4.5
EdYoda Digital University  Dipesh Sharma,2151,8.0,41,All Levels,4.3
Framework Television Inc   Mark Lassoff,2143,46.0,523,All Levels,4.3
Paulo Dichone   Android  Java  Flutter Developer and Teacher,2148,46.5,365,All Levels,4.5
Waqas Mazhar,2131,1.5,19,All Levels,4.2
Patrick God,2131,41.0,5,All Levels,4.0
Codestars by Rob Percival  Rayan Slim  Rob Percival  Jad Slim,2130,8.5,71,All Levels,4.5
Jazeb Akram,2126,20.0,154,All Levels,4.2
Infinite Skills,2126,8.0,124,All Levels,4.5
Chad Darby,2124,5.5,57,All Levels,4.7
YouAccel Training,2127,4.0,70,Beginner,4.3
Lazy Programmer Team  Lazy Programmer Inc ,2090,7.5,54,Intermediate,4.5
Codestars by Rob Percival  Rayan Slim  Rob Percival  Jad Slim,2085,9.5,94,All Levels,4.3
Grant Klimaytys,2084,1.5,15,Beginner,4.6
YouAccel Training,2083,3.5,57,Beginner,4.3
Pavan Lalwani,2077,5.0,41,Beginner,4.4
John Thompson,2076,38.5,346,Intermediate,4.5
David Joseph Katz,2071,4.5,69,All Levels,4.2
Andrew Volk,2068,1.5,16,Beginner,4.2
Hadelin de Ponteves  Kirill Eremenko  SuperDataScience Team,2061,15.0,118,Beginner,4.5
Lazy Programmer Team  Lazy Programmer Inc ,2056,6.5,53,Beginner,4.5
Huw Collingbourne,2054,4.0,65,Intermediate,4.6
Stephane Maarek   AWS Certified Solutions Architect   Developer Associate,2045,3.5,69,Beginner,4.6
John Purcell,2037,14.0,93,All Levels,4.5
Andrea Bizzotto,2036,21.0,408,All Levels,4.6
Game Institute Inc ,2033,84.0,77,Intermediate,4.5
David Bombal  Experts with David Bombal,2034,14.0,176,Beginner,4.8
Luminescence Training,2027,2.0,31,All Levels,4.4
Brian Sacash,2020,3.0,41,Beginner,4.3
Kirill Eremenko  Hadelin de Ponteves  SuperDataScience Team,2027,5.5,42,Beginner,4.4
YouAccel Training,2014,2.5,39,Beginner,4.2
Kati Frantz,2007,24.0,196,All Levels,4.7
Mihai Catalin Teodosiu  EpicPython Academy,2015,30.0,416,Beginner,4.6
365 Careers  365 Careers Team,1996,6.0,111,All Levels,4.4
Dave Hollingworth,1994,3.0,66,All Levels,4.6
Sandeep Kumar  ,2000,14.5,113,All Levels,4.4
Matthias Biehl,1989,4.0,49,All Levels,4.2
R Tutorials Training,1988,8.5,74,All Levels,4.3
Business World  Shaher Yar Hamid,1985,2.0,43,Beginner,4.2
Ardit Sulce,1981,3.0,207,All Levels,4.3
David Joseph Katz,1983,6.0,47,All Levels,4.4
Rob Percival  Nick Walter  Codestars by Rob Percival,1968,44.5,305,All Levels,4.5
Abhay Talreja,1962,12.5,85,Beginner,4.2
Devwebtuts 24 7,1961,22.5,258,All Levels,3.4
Arash Shahvar,1960,56.0,359,All Levels,4.5
Bhrugen Patel,1961,17.0,236,All Levels,4.4
Brian Gorman,1950,13.5,127,Intermediate,4.2
Kirill Eremenko  Hadelin de Ponteves  SuperDataScience Team,1953,3.5,52,Beginner,4.5
Stephen Ulibarri,1944,34.5,100,All Levels,4.6
Stephen Grider,1943,10.5,139,Beginner,4.5
Creative Online School,1942,3.0,36,All Levels,4.1
Codestars by Rob Percival  Laurence Svekis  Rob Percival,1938,35.5,408,All Levels,4.6
Robeen Dey,1935,21.5,197,All Levels,4.1
Infinite Skills,1935,6.0,94,All Levels,4.4
Nelson Jamal,1929,2.5,45,All Levels,4.5
Dr  Ryan Ahmed  Ph D   MBA  SuperDataScience Team  Rony Sulca,1934,8.5,82,Intermediate,4.3
Stephen Grider,1922,9.0,111,All Levels,4.5
Up Degree,1921,8.5,62,All Levels,3.5
Jonathan Rasmusson,1919,6.5,139,Beginner,4.5
Eric Wise,1919,6.5,48,Beginner,4.5
Ajay Tech,1921,13.5,100,Beginner,4.1
Jordan Hudgens,1921,6.0,42,Beginner,4.3
Eric Traub,1914,3.5,56,All Levels,4.5
Stephen King,1893,20.5,94,All Levels,4.5
Bhrugen Patel,1891,6.5,101,Intermediate,4.5
Oracle Master Training   80 000  Students Worldwide  Code Star Academy,1884,13.0,138,Expert,4.3
Jose Portilla,1885,4.0,110,All Levels,4.6
Eduonix Learning Solutions  Eduonix Tech  ,1881,12.5,72,All Levels,4.3
Tom and Angela Hathaway,1880,4.5,39,Beginner,4.3
Full Stack Training Ltd,1878,11.5,53,All Levels,4.5
Rob Percival  Mashrur Hossain  Codestars by Rob Percival,1875,10.5,132,All Levels,4.4
Sean Campbell,1893,1.5,22,Beginner,4.4
Dmitri Nesteruk,1873,5.5,54,Intermediate,4.6
Manish Choudhari,1868,11.0,73,All Levels,4.5
Jose Portilla,1867,17.0,97,All Levels,4.6
John Purcell,1844,14.0,67,Intermediate,4.2
Noa Calice  aka Blackthornprod ,1843,5.0,52,Beginner,4.6
in28Minutes Official,1843,6.0,73,All Levels,4.5
YouAccel Training,1834,6.0,115,Beginner,4.2
Dan LeFebvre,1823,1.5,17,Intermediate,4.3
Brad Traversy  Florin Pop,1820,18.5,164,Beginner,4.8
Coding Gears   Train Your Brain,1815,13.0,55,All Levels,4.3
Chris DeLeon,1814,14.5,150,Intermediate,4.6
Web University by Harsha Vardhan,1820,19.0,155,All Levels,4.4
Academind by Maximilian Schwarzm ller  Maximilian Schwarzm ller,1810,13.0,196,All Levels,4.7
Will Bunker,1802,16.0,181,Beginner,4.4
Stephane Maarek   AWS Certified Solutions Architect   Developer Associate,1800,4.5,58,Intermediate,4.7
Laurence Svekis,1788,23.5,308,All Levels,4.5
Dan LeFebvre,1794,4.5,45,All Levels,4.4
Raphael Asghar,1787,9.0,63,Beginner,4.6
Penny de Byl  Penny  Holistic3D com,1786,11.0,70,Beginner,4.7
Samuel Hinton  SuperDataScience Team,1774,8.5,56,Beginner,4.7
Dragan Neskovic  Jasmin Skamo,1764,7.0,51,Beginner,4.1
Syed Raza  ClayDesk E learning  Syed Ali  Qasim Shah,1761,4.0,42,Beginner,3.9
Diego Herrera,1760,4.5,21,Beginner,4.2
Eduonix Learning Solutions  Eduonix Tech  ,1756,31.0,231,All Levels,3.9
Patrick Schroeder,1753,3.0,66,Beginner,4.2
Khalil Ibrahim,1752,8.0,56,All Levels,4.1
Creative Online School,1757,6.0,79,All Levels,4.2
Kyle Pew,1752,7.0,109,All Levels,4.5
Ahmad Mohey,1741,23.5,293,All Levels,4.4
Yann Burrett  Rick Davidson,1740,11.0,56,Beginner,4.5
Joe Parys  Shahzaib Kamal  Joe Parys Support,1731,20.0,144,All Levels,4.8
Bryan Lamb,1731,5.0,62,Intermediate,4.6
IOT Wonders,1723,9.5,47,All Levels,3.6
Noa Calice  aka Blackthornprod ,1722,4.0,45,Beginner,4.4
Joe Parys  Syed Raza  Joe Parys Support  ClayDesk E learning,1717,14.5,72,All Levels,4.0
Ben Cook,1709,21.5,40,Intermediate,4.6
Eric Traub,1710,3.5,69,All Levels,4.6
Soledad Galli,1706,10.5,134,Intermediate,4.6
Alexander Hagmann,1705,34.0,325,All Levels,4.6
Nick Janetakis,1702,8.0,95,All Levels,4.4
Ermin Kreponic,1701,10.5,51,All Levels,4.2
YouAccel Training,1703,1.5,43,Beginner,4.0
Rares Ilea,1694,2.5,24,Beginner,4.3
Balaji M,1692,4.5,29,All Levels,4.2
Pradnyankur Nikam,1691,11.0,126,All Levels,4.6
Academind by Maximilian Schwarzm ller  Maximilian Schwarzm ller,1696,9.0,144,All Levels,4.7
Vlad Budnitski,1691,21.0,219,All Levels,4.3
Joe Parys  Ashutosh Pawar  Joe Parys Support,1685,4.0,46,All Levels,4.3
Dilip S,1688,9.5,89,All Levels,4.4
A O,1669,16.5,125,All Levels,4.3
John Smilga,1673,41.5,403,All Levels,4.5
Tejasvi Hegde,1661,8.0,78,All Levels,4.1
Mike West,1659,1.0,46,Beginner,4.2
Avinash Jain  TheCodex,1656,14.5,146,All Levels,4.5
Tarek Roshdy,1627,13.0,156,Beginner,4.5
Richard Chesterwood  Virtual Pair Programmers,1626,8.5,79,All Levels,4.6
Tim Short,1626,8.0,53,Beginner,4.3
John Bura,1625,1.0,16,Beginner,4.4
Creative Online School,1617,5.0,75,All Levels,4.2
Srikanth Shirodkar,1616,7.5,79,Beginner,4.3
Rajeev D  Ratan,1612,14.5,178,Intermediate,4.3
Lazy Programmer Team  Lazy Programmer Inc ,1607,10.5,82,Intermediate,4.6
Yogesh Patel,1605,5.5,43,All Levels,3.4
Stone River eLearning,1598,39.5,336,All Levels,4.3
Academind by Maximilian Schwarzm ller  Maximilian Schwarzm ller,1596,20.5,242,All Levels,4.6
Todd McLeod,1596,32.5,330,All Levels,4.7
Sundog Education by Frank Kane  Frank Kane,1596,10.0,118,Intermediate,4.6
Ermin Kreponic,1594,10.0,67,Beginner,4.1
Mosh Hamedani,1581,5.5,61,All Levels,4.4
Code Collective,1578,1.5,22,All Levels,4.3
Start Tech Academy,1575,35.0,279,All Levels,4.4
Patrick God,1574,3.0,50,All Levels,4.4
John Thompson,1575,16.5,196,All Levels,4.4
Paaa Leaders,1573,8.5,47,Beginner,4.3
Nick Walter,1569,6.0,84,All Levels,4.4
Imtiaz Ahmad,1569,7.5,34,All Levels,4.4
Deepika Khanna,1568,4.0,45,All Levels,4.4
Hadelin de Ponteves  SuperDataScience Team  Luka Anicin,1567,13.0,133,Beginner,4.5
Nick Janetakis,1566,10.5,168,All Levels,4.2
Nick Walter,1567,9.0,83,Beginner,4.7
Caleb Curry,1565,10.0,100,All Levels,4.2
Ben Tristem  Sam Pattuzzi  GameDev tv Team,1567,24.5,114,Intermediate,4.7
Penny de Byl  Penny  Holistic3D com,1565,11.5,62,Beginner,4.7
Brad Traversy,1565,10.5,63,All Levels,4.7
Deep Learning Wizard,1562,6.5,58,Beginner,4.2
Shenggang Li,1562,16.5,171,All Levels,4.5
Reece Kenney,1560,15.0,169,All Levels,4.7
Luccas Schmigel,1555,31.0,280,All Levels,4.7
Bruce E  Hilton,1544,3.5,38,Beginner,4.0
Bibhash Roy  GoKoders Academy,1537,14.0,132,All Levels,4.3
Sivaprasad Valluru,1537,13.5,44,All Levels,4.4
Hussam AL Ghamdi,1534,2.0,44,All Levels,4.3
Creative Online School,1541,5.0,73,All Levels,4.3
Siva Prasad,1523,18.5,100,Beginner,4.5
Mosh Hamedani,1517,9.5,136,Intermediate,4.9
Ardit Sulce,1517,4.0,50,All Levels,4.2
Anthony Gore,1515,12.5,182,All Levels,4.4
Raja Biswas  Charger Games,1515,32.0,173,Beginner,4.0
Daniel Cioc rlan,1514,14.0,54,Expert,4.8
Sundog Education by Frank Kane  Brian Tajuddin  Frank Kane,1510,7.5,60,Beginner,4.7
Minerva Singh,1506,13.0,123,All Levels,4.2
Rahul Shetty,1509,7.5,62,All Levels,4.4
Vasandkumar Kunasekaran,1502,6.0,58,All Levels,4.2
James Quick,1503,4.0,41,Intermediate,4.6
Edwin Diaz  Coding Faculty Solutions,1501,15.0,141,All Levels,4.6
Penny de Byl  Penny  Holistic3D com,1501,13.0,77,Intermediate,4.5
Kyle Schaub,1498,8.5,82,All Levels,4.7
Jonathan Weinberger  Unity Technologies,1498,12.5,166,All Levels,4.6
Caleb Curry,1494,7.5,60,All Levels,4.0
Joe Parys  Shahzaib Kamal  Joe Parys Support,1490,7.5,84,All Levels,3.7
Tim Buchalka  Goran Lochert  Tim Buchalka s Learn Programming Academy,1490,12.5,148,Beginner,4.4
Jimmy H ,1491,2.5,24,Beginner,4.4
Andrei Dumitrescu  Crystal Mind Academy,1494,20.0,233,All Levels,4.7
Niyazi Erdogan,1487,2.5,41,All Levels,4.2
Anand Mahajan,1482,30.0,240,Beginner,4.2
James Kayes Smith  Samy Mkacher,1482,9.0,47,Intermediate,3.7
Sachin Bhatnagar,1480,16.0,136,All Levels,3.7
Stephen Ulibarri,1482,12.5,70,All Levels,4.5
Ashutosh Pawar,1479,5.0,76,All Levels,4.3
Sid Inf,1477,19.0,255,All Levels,4.1
Felipe Gavil n,1478,16.5,142,Intermediate,4.4
John Smilga,1476,40.0,355,All Levels,4.8
David Joseph Katz,1469,4.5,46,Intermediate,4.4
Lazy Programmer Team  Lazy Programmer Inc ,1469,5.5,43,All Levels,4.5
John Bura  Mammoth Interactive,1460,7.0,217,Beginner,4.4
Bluelime Learning Solutions,1459,17.0,153,Beginner,4.1
Dick Wall,1459,5.5,114,Beginner,4.6
Atil Samancioglu  Joe Parys  Joe Parys Support,1456,15.5,191,All Levels,3.7
Jordan Hudgens,1455,10.5,100,All Levels,3.9
EdYoda Digital University  Qaifi Khan,1455,3.5,42,Beginner,4.4
Coffee Powered Crew,1455,17.0,253,Intermediate,4.5
Asfend Yar Hamid,1452,4.5,67,All Levels,4.5
Evan Kimbrell,1447,19.5,99,All Levels,4.3
Rahul Arora,1444,112.0,360,All Levels,4.4
Jitesh Khurkhuriya  Python  Data Science   Machine Learning A Z Team,1446,26.0,281,All Levels,4.6
Bogdan Stashchuk,1447,22.0,267,All Levels,4.7
Rahul Shetty,1439,13.5,117,All Levels,4.6
Luis Ramirez Jr,1437,21.5,152,All Levels,4.4
Danny Connell,1440,15.0,251,All Levels,4.7
Sandip Gautam,1435,6.0,85,All Levels,3.9
Muhammad Hamza AbdulRehman,1425,7.0,89,All Levels,3.7
John Thompson,1424,17.0,212,All Levels,4.5
Binary Brain,1422,1.5,14,All Levels,3.9
John Purcell,1422,10.0,64,All Levels,4.2
Meganadha Reddy,1421,5.5,30,Beginner,4.4
Roland Costea,1423,12.5,156,All Levels,4.4
Dr Jon Krohn  SuperDataScience Team,1415,3.5,27,All Levels,4.4
Loony Corn,1415,6.0,46,All Levels,4.0
Igneus Technologies,1400,19.0,128,All Levels,4.5
Reed Barger,1399,3.0,40,All Levels,4.4
Siddharth Mehta,1401,18.5,193,All Levels,4.2
Raphael Asghar,1389,6.0,32,Beginner,4.5
Asfend Yar Hamid,1388,2.0,37,All Levels,4.1
Maximilian Schwarzm ller,1389,7.0,124,Intermediate,4.7
Mohammad Azam,1388,21.0,179,All Levels,4.7
Mark Wahlbeck  Devslopes by Mark Wahlbeck,1378,18.5,64,Beginner,4.5
Neil Cummings,1381,52.0,477,Beginner,4.8
Edwin Diaz  Coding Faculty Solutions,1374,10.5,125,All Levels,4.1
Sashi R,1371,10.0,87,All Levels,4.3
Raphael Asghar,1371,10.0,49,Beginner,4.6
Justin Mitchel,1370,18.5,159,Intermediate,4.5
Vlad Budnitski,1370,3.0,30,All Levels,4.4
Rahul Shetty,1363,13.0,74,All Levels,4.3
Vivian Aranha,1360,17.0,80,All Levels,4.1
Penny de Byl  Penny  Holistic3D com,1359,6.5,49,Intermediate,4.6
Awesome Tuts,1358,31.0,104,Beginner,4.5
Luke s Programming School,1358,6.0,80,All Levels,4.0
Cody Seibert,1349,3.0,53,Intermediate,4.7
Sandeep Kumar  ,1337,12.5,110,All Levels,4.5
Raphael Asghar,1343,6.0,37,Beginner,4.4
Rayan Slim  Jad Slim  Amer Sharaf  Sarmad Tanveer,1332,14.0,101,All Levels,4.5
Andrei Neagoie  Jacinto Wong,1336,33.0,233,Beginner,4.7
Maruti Makwana,1330,2.0,21,Intermediate,4.4
AI Sciences,1328,2.0,21,All Levels,4.2
Pavan Lalwani,1324,4.5,28,All Levels,4.3
Scott Duffy    460 000  Students  Software Architect ca,1320,2.5,36,Beginner,4.5
Infinite Skills,1319,10.0,114,All Levels,4.2
Stephen Grider,1316,45.5,504,All Levels,4.7
Tim Buchalka s Learn Programming Academy  El Farouk Yasser,1318,10.5,45,Beginner,4.4
Tim Buchalka s Learn Programming Academy  Dave Hollingworth,1310,14.0,199,Beginner,4.6
Learn by the Byte,1305,20.0,207,Beginner,4.4
Tao W   James Lee,1304,1.5,32,All Levels,4.4
Syam Mohan,1302,2.0,13,All Levels,3.7
Niyazi Erdogan,1303,2.5,33,All Levels,4.0
Matt Greencroft  Virtual Pair Programmers,1296,4.0,38,Beginner,4.5
Intelligence Guru,1287,2.5,21,All Levels,4.3
Dhruv Govil,1283,8.0,77,All Levels,4.2
Andrii Piatakha  Learn IT University,1305,17.5,110,All Levels,4.4
Gianni Bruno,1275,11.0,158,All Levels,4.3
Riyaz Sayyad   AWS Certified Database Specialist  RIZMAXed by Riyaz Sayyad,1275,16.5,121,All Levels,4.5
Dmitri Nesteruk,1272,3.5,42,Beginner,4.4
Engineer Spock,1268,5.0,128,All Levels,3.9
Ben Tristem  GameDev tv Team,1270,18.5,103,Beginner,4.4
Bo Andersen,1268,5.5,53,All Levels,4.4
EDU CBA,1268,72.5,522,All Levels,3.9
Compaq learning,1267,5.0,90,All Levels,4.4
Matt Greencroft  Virtual Pair Programmers,1270,10.0,134,Intermediate,4.7
Chad Darby  Harinath Kuntamukkala,1262,2.0,37,All Levels,4.7
David Joseph Katz,1264,15.0,125,Intermediate,4.6
EDUmobile Academy,1258,31.0,6,All Levels,4.0
Devslopes by Mark Wahlbeck,1253,90.0,429,Beginner,4.8
James Moore,1253,5.5,58,Beginner,4.4
Phillip Burton,1252,8.0,91,Beginner,4.4
Lernen Hub Academy,1253,11.5,100,All Levels,4.0
Rick Davidson  GameDev tv Team,1244,6.5,49,All Levels,4.8
Creative Online School,1244,3.0,40,All Levels,4.1
Raja Biswas  Charger Games,1244,25.5,114,Beginner,4.6
Ozan Ilhan,1249,6.0,82,All Levels,4.4
Kathleen Farley,1231,4.0,43,Beginner,4.7
Rahul Shetty,1229,9.0,58,All Levels,4.5
Hussein Alrubaye,1229,9.0,82,All Levels,4.1
Joydip Ghosh  Arjun Reddy,1220,25.0,250,All Levels,3.8
Rahul Shetty,1227,10.0,48,All Levels,4.6
Mohammad Azam,1214,10.0,94,All Levels,4.4
Patrick Rygula  Samy Mkacher,1212,5.5,30,Beginner,3.5
UI5 Community Network  Ajay Nayak,1211,8.5,63,All Levels,4.1
Bret Fisher  Docker Captain Program,1208,9.5,67,Intermediate,4.7
The Net Ninja  Shaun Pelling ,1210,10.5,107,All Levels,4.7
Stone River eLearning,1208,3.0,26,Beginner,4.2
Khaled Alkhudari,1208,22.0,220,All Levels,4.5
Web University by Harsha Vardhan,1209,21.5,208,All Levels,4.4
Benjamin Anderson  Aaron Craig,1206,9.5,77,Beginner,4.7
A D  Adrien Dupuy,1202,10.5,69,All Levels,4.8
Ryan Dhungel,1203,16.5,164,All Levels,4.6
Phil Ebiner  Nick Walter  Video School,1203,8.5,82,Beginner,4.4
Ali Rizavi,1198,4.5,62,Intermediate,4.0
QAEversity  ,1197,2.5,17,Intermediate,3.2
Soledad Galli,1196,5.0,80,Intermediate,4.6
Brandon Blair,1198,6.0,15,Intermediate,4.5
Nick Walter,1187,16.0,158,Beginner,4.8
Robert Kanaat,1187,16.5,177,All Levels,4.4
YouAccel Training,1187,2.0,30,Beginner,4.1
Ariel Weinberger,1190,5.5,76,All Levels,4.7
A O,1183,19.0,87,Intermediate,4.4
Igneus Technologies,1183,12.5,76,Beginner,4.1
Funky Programmer,1182,11.0,129,All Levels,4.2
Smartherd Developers,1173,4.5,33,All Levels,4.4
Eduonix Learning Solutions  Eduonix Tech    Samy Eduonix,1167,23.0,134,Intermediate,3.9
Nitesh Jain,1166,5.0,49,Intermediate,3.9
Luke Angel,1165,1.5,28,Beginner,2.9
Dragan Neskovic  Jasmin Skamo,1164,5.0,37,All Levels,3.7
Vasiliy Zukanov,1163,4.5,38,Beginner,4.7
Vasiliy Zukanov,1161,14.5,123,Intermediate,4.6
Next Edge Coding,1158,10.5,93,All Levels,4.1
Siddharth Mehta,1154,8.0,78,All Levels,4.0
Rahul Arora,1154,66.5,318,All Levels,4.4
Alik Feld,1153,41.0,9,Beginner,4.1
Daniel Gakwaya,1157,14.5,75,Beginner,4.3
Stefan Kojouharov,1151,2.0,44,Beginner,3.8
Peter Sommerhoff,1151,9.5,105,Intermediate,4.5
Laurence Svekis,1148,22.5,288,All Levels,4.3
Martin Jocqueviel  SuperDataScience Team,1149,6.0,39,Intermediate,4.4
Jose Portilla,1161,32.0,172,All Levels,4.7
Rob Merrill,1148,6.0,60,All Levels,4.6
Abdulhadi Darwish,1140,6.0,72,Beginner,4.4
Srinidhi Ranganathan,1141,3.0,15,Beginner,4.2
Maximilian Schallwig,1140,1.5,10,Beginner,4.4
Karoly Nyisztor   Professional Software Architect,1139,5.5,105,All Levels,4.4
Vladimir Romanov,1140,14.5,91,All Levels,4.3
Edouard Renard,1139,6.0,70,Beginner,4.5
Bogdan Stashchuk,1136,42.5,428,All Levels,4.7
Federico Toledo  Lucia Lavagna  Sebasti n Lorenzo,1134,2.0,37,All Levels,4.2
Minerva Singh,1133,9.5,70,All Levels,4.3
Mirko Nasato,1133,5.5,53,Intermediate,4.7
Kris Yamarthy,1132,17.0,113,All Levels,4.0
EdYoda Digital University  Qaifi Khan  Mavludin Abdulkadirov,1136,22.0,202,All Levels,4.3
Reece Kenney,1133,4.0,52,Beginner,4.7
Manzoor Ahmed,1128,10.5,83,Intermediate,4.3
Sergei Semenov,1127,3.5,32,All Levels,3.5
Brad Hussey  Code College,1122,4.0,24,All Levels,4.2
Creative Online School,1122,2.5,32,All Levels,4.3
Brad Schiff,1123,16.0,82,All Levels,4.8
Mike X Cohen,1121,12.5,98,Beginner,4.6
Start Tech Academy,1131,13.0,118,All Levels,4.4
Maximilian Schallwig,1122,5.0,32,Intermediate,4.2
Siddharth Mehta,1119,15.0,116,All Levels,4.3
Carlos from Standout Dev Academy,1116,16.0,210,All Levels,4.6
Fred Baptiste,1114,34.5,138,Intermediate,4.8
Eduonix Learning Solutions  Eduonix Tech  ,1106,4.5,19,All Levels,4.4
Code College  Joel Funk,1104,10.5,53,All Levels,4.5
Richard Wells,1110,2.0,23,Beginner,4.1
Dmitri Nesteruk,1105,9.0,107,Intermediate,4.6
Jeff Bae,1099,7.0,41,All Levels,4.1
Bogdan Stashchuk,1103,11.0,111,All Levels,4.5
David Joseph Katz,1095,5.0,58,All Levels,4.2
Jason Taylor,1094,3.5,74,Intermediate,4.3
Infinite Skills,1092,7.0,85,All Levels,4.3
Manish Narayan,1098,4.5,77,All Levels,4.2
Rahul Shetty,1090,8.0,69,All Levels,4.5
Reed Barger,1090,9.0,63,All Levels,4.1
Sachin Bhatnagar,1089,8.0,94,All Levels,4.3
Robert Petras,1091,22.0,127,All Levels,4.7
Bharath Thippireddy,1083,9.0,195,All Levels,4.4
Maximiliano Firtman,1083,14.5,167,Beginner,4.6
Code Star Academy  Oracle Master Training   80 000  Students Worldwide,1082,7.5,91,All Levels,4.3
Raphael Asghar,1081,8.5,39,Beginner,4.5
Brendon Ross,1083,6.0,40,Beginner,4.5
Irfan Dayan,1080,14.0,114,All Levels,4.7
Jose Salvatierra  Teclado by Jose Salvatierra,1081,11.0,116,Intermediate,4.6
Awesome Tuts,1076,41.0,152,All Levels,4.6
Dr  Peter Dalmaris,1084,17.5,166,Beginner,4.5
Shivprasad Koirala,1076,8.0,12,Beginner,4.4
Gustavo Pezzi  Pikuma  com,1076,16.0,89,All Levels,4.7
Le Deng,1072,14.5,61,All Levels,4.0
Houssem Dellai,1071,8.5,77,Intermediate,4.2
OnlyKiosk Tech,1068,32.5,600,All Levels,4.5
Evan Kimbrell,1068,17.0,89,All Levels,4.3
Maged Koshty,1067,4.0,50,All Levels,4.3
Zachary Reece,1061,40.5,243,Intermediate,4.6
Leonardo Daniel,1061,6.5,60,All Levels,4.3
Nickie Rowley,1061,4.5,32,All Levels,4.5
Riaan Nel,1050,1.0,11,All Levels,4.5
Juan E  Galvan  Ahmed Wael,1060,16.0,156,All Levels,4.5
Eric Traub,1051,8.0,75,Intermediate,4.7
Frahaan Hussain,1049,6.0,90,All Levels,4.5
Sunil Kumar Gupta,1047,17.0,158,All Levels,3.7
Packt Publishing,1047,4.0,34,Intermediate,3.9
Sandor Szekeres,1043,13.5,114,Beginner,4.3
Sandor Kiss  Vladimir Limarchenko,1044,15.5,70,All Levels,4.5
Edward Viaene,1040,3.5,34,Expert,4.1
Daniel Cioc rlan,1036,13.0,36,Expert,4.6
Ben Tristem,1035,5.5,45,Intermediate,4.6
Justin Mitchel,1034,45.0,251,All Levels,4.1
Framework Television Inc   Mark Lassoff,1032,12.0,174,Beginner,4.6
Fast n Easy Learning,1032,6.0,67,All Levels,4.2
Tim Buchalka s Learn Programming Academy  Luqman Saeed,1029,30.0,385,All Levels,4.3
Analytics Vidhya,1031,5.5,48,All Levels,4.3
CreateUp Academy,1030,2.5,12,Beginner,4.4
Penny de Byl  Penny  Holistic3D com,1025,15.0,69,Beginner,4.7
Dan Vega  John Thompson,1023,12.0,120,Beginner,4.4
James Moore,1021,3.0,48,All Levels,3.7
JuanD MeGon  ProgramarYa By JuanDMeGon,1020,15.0,226,All Levels,4.1
Eduonix Learning Solutions  Eduonix Tech    Samy Eduonix,1017,14.5,84,All Levels,4.4
Mukesh Phulwani,1017,10.5,53,All Levels,4.2
Komar Academy,1016,2.0,26,All Levels,4.5
Gianni Bruno,1018,17.0,181,All Levels,4.3
YouAccel Training,1016,1.5,27,Beginner,4.3
Patrick Videos,1016,1.5,22,Beginner,4.4
xor pd,1013,29.0,120,All Levels,4.4
Kalob Taulien  Kalob io   Learn web development from scratch,1013,13.0,181,All Levels,4.5
Piotr Jura,1013,13.5,115,All Levels,4.2
AI 4 MY,1012,9.0,68,Beginner,4.1
T World,1012,18.0,155,All Levels,4.6
Piotr Jura,1019,33.5,288,All Levels,4.6
Hadelin de Ponteves  Kirill Eremenko  SuperDataScience Team,1009,12.0,89,Beginner,4.3
Krystian Czekalski,1013,19.0,125,Beginner,4.4
Shaans Training,1007,16.0,77,All Levels,4.3
Mark Wahlbeck  Devslopes by Mark Wahlbeck,1006,11.0,62,Beginner,3.6
